id,variant,heuristic,cost
30,Elitist,classic,8.883354187011719
30,MMAS,learned,4.688902854919434
30,MMAS,classic,8.3139009475708
31,AS,learned,4.904727458953857
31,AS,classic,7.855132102966309
31,Elitist,learned,4.764910697937012
31,Elitist,classic,7.701842784881592
31,MMAS,learned,4.92518424987793
31,MMAS,classic,7.9683613777160645
32,AS,learned,4.686422348022461
32,AS,classic,7.419327735900879
32,Elitist,learned,4.680006980895996
32,Elitist,classic,8.468833923339844
32,MMAS,learned,4.671919822692871
32,MMAS,classic,8.67709732055664
33,AS,learned,4.626170635223389
33,AS,classic,8.031322479248047
33,Elitist,learned,4.715088844299316
33,Elitist,classic,6.955978870391846
33,MMAS,learned,4.631727695465088
33,MMAS,classic,7.639094352722168
34,AS,learned,5.528393745422363
34,AS,classic,7.8717217445373535
34,Elitist,learned,5.365922927856445
34,Elitist,classic,7.4326701164245605
34,MMAS,learned,5.333362579345703
34,MMAS,classic,8.214605331420898
35,AS,learned,4.02716064453125
35,AS,classic,6.7847065925598145
35,Elitist,learned,4.3165717124938965
35,Elitist,classic,6.539460182189941
35,MMAS,learned,4.6241774559021
35,MMAS,classic,6.002946853637695
36,AS,learned,4.3348798751831055
36,AS,classic,5.857004165649414
36,Elitist,learned,4.4963297843933105
36,Elitist,classic,7.683769226074219
36,MMAS,learned,4.528131008148193
36,MMAS,classic,7.101825714111328
37,AS,learned,4.937091827392578
37,AS,classic,7.018957138061523
37,Elitist,learned,4.743517875671387
37,Elitist,classic,8.403879165649414
37,MMAS,learned,5.046210289001465
37,MMAS,classic,8.738149642944336
38,AS,learned,5.65993595123291
38,AS,classic,9.106901168823242
38,Elitist,learned,5.634727478027344
38,Elitist,classic,8.563711166381836
38,MMAS,learned,5.960542678833008
38,MMAS,classic,9.221668243408203
39,AS,learned,5.792899131774902
39,AS,classic,9.215336799621582
39,Elitist,learned,5.784492492675781
39,Elitist,classic,7.569364547729492
39,MMAS,learned,5.742523193359375
39,MMAS,classic,8.342299461364746
40,AS,learned,4.877309799194336
40,AS,classic,6.7210283279418945
40,Elitist,learned,4.74512243270874
40,Elitist,classic,7.474342346191406
40,MMAS,learned,4.91435432434082
40,MMAS,classic,7.708932399749756
41,AS,learned,5.7627458572387695
41,AS,classic,7.718106746673584
41,Elitist,learned,5.669981479644775
41,Elitist,classic,8.67646598815918
41,MMAS,learned,5.640242576599121
41,MMAS,classic,8.609271049499512
42,AS,learned,4.776989936828613
42,AS,classic,9.156380653381348
42,Elitist,learned,4.652463912963867
42,Elitist,classic,7.886723041534424
42,MMAS,learned,4.830219268798828
42,MMAS,classic,9.438843727111816
43,AS,learned,4.397134780883789
43,AS,classic,6.712656021118164
43,Elitist,learned,4.768906593322754
43,Elitist,classic,6.687129497528076
43,MMAS,learned,4.47451114654541
43,MMAS,classic,7.262479782104492
44,AS,learned,5.428183555603027
44,AS,classic,7.939092636108398
44,Elitist,learned,5.265836238861084
44,Elitist,classic,8.058605194091797
44,MMAS,learned,5.376747131347656
44,MMAS,classic,9.057841300964355
45,AS,learned,5.611948490142822
45,AS,classic,8.576146125793457
45,Elitist,learned,5.6503520011901855
45,Elitist,classic,8.979270935058594
45,MMAS,learned,5.725588798522949
45,MMAS,classic,8.566121101379395
46,AS,learned,5.594170093536377
46,AS,classic,8.89138412475586
46,Elitist,learned,5.451333999633789
46,Elitist,classic,9.338478088378906
46,MMAS,learned,5.507076740264893
46,MMAS,classic,9.001309394836426
47,AS,learned,5.140841007232666
47,AS,classic,8.599342346191406
47,Elitist,learned,5.039396286010742
47,Elitist,classic,8.28315544128418
47,MMAS,learned,5.137237071990967
47,MMAS,classic,7.8152666091918945
48,AS,learned,5.126308441162109
48,AS,classic,7.878428936004639
48,Elitist,learned,4.936023235321045
48,Elitist,classic,7.750728607177734
48,MMAS,learned,4.989114284515381
48,MMAS,classic,8.35707950592041
49,AS,learned,4.652094841003418
49,AS,classic,7.594443321228027
49,Elitist,learned,4.841281890869141
49,Elitist,classic,8.126157760620117
49,MMAS,learned,4.612065315246582
49,MMAS,classic,7.972198486328125
50,AS,learned,4.787400245666504
50,AS,classic,8.157072067260742
50,Elitist,learned,4.7806243896484375
50,Elitist,classic,7.320538520812988
50,MMAS,learned,4.863061904907227
50,MMAS,classic,7.678684234619141
51,AS,learned,4.445062637329102
51,AS,classic,6.837170600891113
51,Elitist,learned,4.415704727172852
51,Elitist,classic,8.008441925048828
51,MMAS,learned,4.570645332336426
51,MMAS,classic,7.765862941741943
52,AS,learned,4.0484209060668945
52,AS,classic,6.5113396644592285
52,Elitist,learned,4.045236110687256
52,Elitist,classic,7.233988285064697
52,MMAS,learned,4.045236110687256
52,MMAS,classic,7.5571136474609375
53,AS,learned,4.404620170593262
53,AS,classic,7.2173237800598145
53,Elitist,learned,4.373318195343018
53,Elitist,classic,7.181033134460449
53,MMAS,learned,4.406367778778076
53,MMAS,classic,7.203824996948242
54,AS,learned,4.858134746551514
54,AS,classic,8.725594520568848
54,Elitist,learned,4.956961631774902
54,Elitist,classic,8.345029830932617
54,MMAS,learned,4.938946723937988
54,MMAS,classic,7.961215972900391
55,AS,learned,8.973800659179688
55,AS,classic,8.261387825012207
55,Elitist,learned,7.30703067779541
55,Elitist,classic,9.097851753234863
55,MMAS,learned,7.969076156616211
55,MMAS,classic,8.34367561340332
56,AS,learned,5.284820556640625
56,AS,classic,7.311391830444336
56,Elitist,learned,5.22672176361084
56,Elitist,classic,7.867639541625977
56,MMAS,learned,5.14995813369751
56,MMAS,classic,7.193869113922119
57,AS,learned,4.865377426147461
57,AS,classic,7.218857765197754
57,Elitist,learned,4.88346529006958
57,Elitist,classic,7.030731201171875
57,MMAS,learned,4.995613098144531
57,MMAS,classic,7.45120906829834
58,AS,learned,4.201948165893555
58,AS,classic,7.640963554382324
58,Elitist,learned,4.220380783081055
58,Elitist,classic,7.928083419799805
58,MMAS,learned,4.036705017089844
58,MMAS,classic,7.069726943969727
59,AS,learned,4.946117401123047
59,AS,classic,8.75540542602539
59,Elitist,learned,4.946117401123047
59,Elitist,classic,7.668609619140625
59,MMAS,learned,4.930644989013672
59,MMAS,classic,7.952792167663574
60,AS,learned,4.984495639801025
60,AS,classic,7.651862621307373
60,Elitist,learned,5.135921955108643
60,Elitist,classic,8.500216484069824
60,MMAS,learned,5.059352397918701
60,MMAS,classic,7.979561805725098
61,AS,learned,4.474875450134277
61,AS,classic,7.113882064819336
61,Elitist,learned,4.538914680480957
61,Elitist,classic,7.343816757202148
61,MMAS,learned,4.5386762619018555
61,MMAS,classic,6.307294845581055
62,AS,learned,5.075704097747803
62,AS,classic,8.090499877929688
62,Elitist,learned,5.081281661987305
62,Elitist,classic,7.828634738922119
62,MMAS,learned,4.914106369018555
62,MMAS,classic,8.532280921936035
63,AS,learned,4.962677955627441
63,AS,classic,7.673906326293945
63,Elitist,learned,4.768453598022461
63,Elitist,classic,6.855701446533203
63,MMAS,learned,4.856650352478027
63,MMAS,classic,7.436501502990723
64,AS,learned,5.31649112701416
64,AS,classic,8.151572227478027
64,Elitist,learned,5.102707862854004
64,Elitist,classic,7.323505878448486
64,MMAS,learned,5.171233177185059
64,MMAS,classic,7.696392059326172
65,AS,learned,4.039563179016113
65,AS,classic,6.541932106018066
65,Elitist,learned,4.00405740737915
65,Elitist,classic,6.889620780944824
65,MMAS,learned,4.0717082023620605
65,MMAS,classic,7.340623378753662
66,AS,learned,4.921246528625488
66,AS,classic,8.321207046508789
66,Elitist,learned,5.058900833129883
66,Elitist,classic,8.054020881652832
66,MMAS,learned,5.2373738288879395
66,MMAS,classic,7.363611221313477
67,AS,learned,4.083220481872559
67,AS,classic,7.016695499420166
67,Elitist,learned,3.9172072410583496
67,Elitist,classic,6.724984169006348
67,MMAS,learned,4.180147647857666
67,MMAS,classic,7.058762550354004
68,AS,learned,6.092585563659668
68,AS,classic,7.644414901733398
68,Elitist,learned,6.023327350616455
68,Elitist,classic,9.001897811889648
68,MMAS,learned,6.317768573760986
68,MMAS,classic,9.178369522094727
69,AS,learned,5.608791351318359
69,AS,classic,8.792624473571777
69,Elitist,learned,6.127241134643555
69,Elitist,classic,8.674991607666016
69,MMAS,learned,5.868971824645996
69,MMAS,classic,8.63956069946289
70,AS,learned,5.128429412841797
70,AS,classic,7.741589546203613
70,Elitist,learned,5.128429412841797
70,Elitist,classic,8.725340843200684
70,MMAS,learned,5.4571990966796875
70,MMAS,classic,7.391959190368652
71,AS,learned,4.97538948059082
71,AS,classic,8.033318519592285
71,Elitist,learned,4.887807846069336
71,Elitist,classic,8.44939136505127
71,MMAS,learned,4.5868611335754395
71,MMAS,classic,7.526775360107422
72,AS,learned,4.801509857177734
72,AS,classic,7.75840950012207
72,Elitist,learned,5.049571514129639
72,Elitist,classic,7.730355739593506
72,MMAS,learned,4.8794169425964355
72,MMAS,classic,7.073663234710693
73,AS,learned,5.357677459716797
73,AS,classic,8.772394180297852
73,Elitist,learned,5.598809242248535
73,Elitist,classic,8.138619422912598
73,MMAS,learned,5.595027446746826
73,MMAS,classic,7.497981071472168
74,AS,learned,4.265058517456055
74,AS,classic,6.723482608795166
74,Elitist,learned,4.420447826385498
74,Elitist,classic,7.164190769195557
74,MMAS,learned,4.25731897354126
74,MMAS,classic,7.25752067565918
75,AS,learned,5.181667327880859
75,AS,classic,8.179017066955566
75,Elitist,learned,5.491151809692383
75,Elitist,classic,7.42172908782959
75,MMAS,learned,4.962860107421875
75,MMAS,classic,8.370421409606934
76,AS,learned,6.479192733764648
76,AS,classic,9.069833755493164
76,Elitist,learned,6.656925201416016
76,Elitist,classic,7.852229118347168
76,MMAS,learned,6.728080749511719
76,MMAS,classic,8.608990669250488
77,AS,learned,4.333224296569824
77,AS,classic,7.068589687347412
77,Elitist,learned,4.455108165740967
77,Elitist,classic,6.736616134643555
77,MMAS,learned,4.400019645690918
77,MMAS,classic,7.257475852966309
78,AS,learned,4.444593906402588
78,AS,classic,8.956267356872559
78,Elitist,learned,4.578150272369385
78,Elitist,classic,7.898240566253662
78,MMAS,learned,4.578150272369385
78,MMAS,classic,7.285379886627197
79,AS,learned,5.019556522369385
79,AS,classic,8.171730041503906
79,Elitist,learned,4.73581600189209
79,Elitist,classic,7.42430305480957
79,MMAS,learned,5.1091508865356445
79,MMAS,classic,7.175783157348633
80,AS,learned,5.036101341247559
80,AS,classic,7.686943054199219
80,Elitist,learned,4.8305134773254395
80,Elitist,classic,7.096597671508789
80,MMAS,learned,4.763318061828613
80,MMAS,classic,8.474767684936523
81,AS,learned,4.675144195556641
81,AS,classic,7.567278861999512
81,Elitist,learned,4.722438812255859
81,Elitist,classic,7.7279157638549805
81,MMAS,learned,5.147712707519531
81,MMAS,classic,7.746832847595215
82,AS,learned,5.328104019165039
82,AS,classic,7.270106792449951
82,Elitist,learned,4.950491428375244
82,Elitist,classic,7.754977226257324
82,MMAS,learned,4.845859527587891
82,MMAS,classic,7.40454626083374
83,AS,learned,4.6061248779296875
83,AS,classic,7.528185844421387
83,Elitist,learned,5.134100914001465
83,Elitist,classic,7.53000545501709
83,MMAS,learned,4.746532440185547
83,MMAS,classic,8.006767272949219
84,AS,learned,5.691572189331055
84,AS,classic,7.159783363342285
84,Elitist,learned,5.229649543762207
84,Elitist,classic,8.421182632446289
84,MMAS,learned,5.147393226623535
84,MMAS,classic,8.667207717895508
85,AS,learned,5.376617908477783
85,AS,classic,7.572493553161621
85,Elitist,learned,5.040992736816406
85,Elitist,classic,7.775462627410889
85,MMAS,learned,5.320319652557373
85,MMAS,classic,9.024248123168945
86,AS,learned,4.930873870849609
86,AS,classic,7.709540367126465
86,Elitist,learned,5.019681930541992
86,Elitist,classic,7.631190776824951
86,MMAS,learned,4.852196216583252
86,MMAS,classic,7.172614574432373
87,AS,learned,4.787827491760254
87,AS,classic,7.140666961669922
87,Elitist,learned,4.5888671875
87,Elitist,classic,7.822918891906738
87,MMAS,learned,4.6514081954956055
87,MMAS,classic,7.044238090515137
88,AS,learned,5.395485877990723
88,AS,classic,9.246030807495117
88,Elitist,learned,5.588297367095947
88,Elitist,classic,8.290226936340332
88,MMAS,learned,5.395485877990723
88,MMAS,classic,8.997712135314941
89,AS,learned,5.406885147094727
89,AS,classic,7.8063578605651855
89,Elitist,learned,5.102654933929443
89,Elitist,classic,9.009149551391602
89,MMAS,learned,5.21599006652832
89,MMAS,classic,8.625900268554688
90,AS,learned,5.0958099365234375
90,AS,classic,7.850419521331787
90,Elitist,learned,4.980955123901367
90,Elitist,classic,7.400676250457764
90,MMAS,learned,5.057254791259766
90,MMAS,classic,7.767752647399902
91,AS,learned,5.023135185241699
91,AS,classic,8.005936622619629
91,Elitist,learned,5.005893707275391
91,Elitist,classic,8.021407127380371
91,MMAS,learned,4.980533599853516
91,MMAS,classic,7.0759077072143555
92,AS,learned,4.664445877075195
92,AS,classic,8.112787246704102
92,Elitist,learned,4.645233154296875
92,Elitist,classic,7.590745449066162
92,MMAS,learned,4.664445877075195
92,MMAS,classic,7.7056684494018555
93,AS,learned,5.242677688598633
93,AS,classic,7.462196350097656
93,Elitist,learned,5.1892900466918945
93,Elitist,classic,7.791027069091797
93,MMAS,learned,5.2083330154418945
93,MMAS,classic,7.756363868713379
94,AS,learned,4.561957359313965
94,AS,classic,7.388496398925781
94,Elitist,learned,4.568391799926758
94,Elitist,classic,8.179253578186035
94,MMAS,learned,4.585148811340332
94,MMAS,classic,8.341470718383789
95,AS,learned,5.597716331481934
95,AS,classic,9.819318771362305
95,Elitist,learned,5.1070756912231445
95,Elitist,classic,8.932945251464844
95,MMAS,learned,5.34824275970459
95,MMAS,classic,10.000402450561523
96,AS,learned,5.753574848175049
96,AS,classic,7.698761940002441
96,Elitist,learned,5.629002094268799
96,Elitist,classic,7.7060346603393555
96,MMAS,learned,5.221860885620117
96,MMAS,classic,7.194934844970703
97,AS,learned,5.296666145324707
97,AS,classic,7.4455060958862305
97,Elitist,learned,5.316518306732178
97,Elitist,classic,7.745222091674805
97,MMAS,learned,5.296937942504883
97,MMAS,classic,8.305944442749023
98,AS,learned,5.476153373718262
98,AS,classic,8.30079174041748
98,Elitist,learned,5.340270042419434
98,Elitist,classic,7.632436752319336
98,MMAS,learned,5.312510013580322
98,MMAS,classic,7.1184916496276855
99,AS,learned,5.015085220336914
99,AS,classic,7.7956132888793945
99,Elitist,learned,4.918107509613037
99,Elitist,classic,7.185209274291992
99,MMAS,learned,5.028313159942627
99,MMAS,classic,7.365670204162598
